calories,fat,carbs,protein,cholesterol,sodium,prep_time,made_it,number_of_rating,rating_score,num_reviews,photos
472.0,1.9,97.1,15.8,0.0,31.0,,63,48.0,4.48,42,2
170.0,2.5,32.8,5.3,0.0,243.0,25.0,14,,4.6,8,3
505.0,36.3,24.9,20.7,63.0,1900.0,45.0,51,25.0,4.4,16,3
36.0,1.3,6.5,0.6,0.0,87.0,75.0,147,81.0,4.56,61,11
169.0,5.0,30.5,4.3,0.0,299.0,80.0,111,79.0,4.53,59,10
165.0,12.8,11.2,4.4,15.0,337.0,15.0,39,48.0,4.19,38,2
117.0,6.1,15.8,2.1,0.0,1332.0,55.0,30,14.0,4.43,8,2
98.0,7.0,8.1,2.6,0.0,14.0,25.0,243,160.0,3.94,123,29
110.0,5.5,15.4,1.5,0.0,780.0,80.0,197,113.0,4.65,82,7
139.0,8.3,16.4,2.2,0.0,730.0,50.0,26,27.0,4.74,19,3
21.0,0.1,5.0,0.5,0.0,391.0,85.0,62,42.0,4.24,33,3
195.0,15.9,12.4,2.3,17.0,529.0,195.0,15,9.0,4.0,7,2
169.0,14.5,8.5,3.0,25.0,1780.0,75.0,10,12.0,4.33,7,3
200.0,12.0,22.5,0.8,11.0,253.0,135.0,4000,3188.0,4.76,2353,100
200.0,12.0,22.5,0.8,11.0,258.0,130.0,50,18.0,4.56,16,2
251.0,14.8,29.9,2.3,54.0,423.0,150.0,47,40.0,4.78,36,3
260.0,19.5,21.1,3.6,11.0,186.0,20.0,86,42.0,4.76,36,9
322.0,23.7,13.4,15.4,107.0,814.0,80.0,32,23.0,4.22,13,2
183.0,14.7,12.7,1.5,7.0,316.0,130.0,103,52.0,4.71,42,3
182.0,16.5,8.2,1.8,3.0,434.0,75.0,24,14.0,4.57,12,2
84.0,6.8,5.5,0.8,6.0,277.0,200.0,15,,4.67,5,2
153.0,14.7,5.4,1.2,7.0,316.0,80.0,33,21.0,4.43,16,1
166.0,11.0,16.8,0.8,5.0,91.0,15.0,128,109.0,4.01,91,6
115.0,11.0,4.2,0.6,5.0,152.0,20.0,43,27.0,4.44,21,3
52.0,3.5,5.1,0.9,0.0,97.0,20.0,12,6.0,3.17,6,2
42.0,0.2,9.8,1.9,0.0,139.0,80.0,43,15.0,4.6,11,5
56.0,0.5,12.2,2.3,0.27797073087139645,362.0,150.0,45,29.0,4.21,23,1
119.0,7.0,14.0,1.6,0.0,27.0,15.0,344,181.0,4.46,130,22
184.0,11.3,20.3,2.7,6.0,274.0,140.0,547,298.0,4.76,227,16
253.0,12.5,30.5,7.1,0.0,543.0,25.0,836,671.0,4.58,512,33
324.0,29.2,15.3,1.4,14.0,227.0,45.0,179,152.0,4.24,120,8
189.0,18.8,5.6,0.9,9.0,164.0,25.0,292,154.0,4.81,117,18
158.0,11.2,14.3,1.6,6.0,250.0,135.0,360,264.0,4.61,195,19
108.0,7.4,10.3,1.1,4.0,80.0,495.0,1000,645.0,4.69,511,34
184.0,12.6,17.1,1.4,11.0,248.0,75.0,1000,1177.0,4.7,932,56
184.0,12.6,16.1,4.0,0.0,514.0,30.0,932,767.0,4.56,581,29
126.0,7.2,14.3,3.1,0.0,376.0,90.0,40,13.0,4.0,9,2
114.0,2.6,23.0,1.3,0.0,15.0,55.0,23,14.0,4.36,12,1
47.0,0.3,10.9,1.0,0.0,337.0,10.0,89,33.0,4.33,26,7
236.0,22.2,9.4,2.1,10.0,476.0,75.0,130,123.0,4.13,110,8
266.0,22.6,16.2,1.8,0.27797073087139645,82.0,,252,179.0,4.53,140,11
176.0,14.4,11.6,1.7,0.27797073087139645,269.0,20.0,142,102.0,4.36,75,4
126.0,9.6,8.1,3.5,0.0,208.0,25.0,64,50.0,4.3,37,6
429.0,28.0,38.0,10.9,0.0,337.0,10.0,68,62.0,4.58,50,5
481.0,37.4,28.9,9.6,0.0,472.0,45.0,118,98.0,4.67,74,4
666.0,59.4,31.5,6.8,0.27797073087139645,149.0,70.0,72,57.0,4.35,48,2
70.0,5.6,4.5,2.0,0.0,87.0,15.0,18,14.0,4.07,12,2
405.0,30.3,28.3,9.2,20.0,590.0,25.0,446,381.0,4.63,294,9
631.0,51.3,39.8,9.2,27.0,653.0,30.0,565,390.0,4.72,319,15
290.0,21.3,22.8,4.6,3.0,263.0,25.0,481,411.0,4.73,319,13
233.0,10.7,10.4,25.7,118.0,576.0,30.0,33,42.0,4.31,31,1
326.0,12.3,23.9,31.2,84.0,399.0,30.0,33,12.0,4.08,8,3
233.0,11.6,5.3,27.1,98.0,153.0,60.0,25,12.0,4.5,11,2
158.0,7.1,3.5,18.9,70.0,301.0,20.0,24,,4.79,12,3
192.0,10.9,3.2,20.8,104.0,66.0,19.0,9,,4.4,2,1
196.0,8.6,6.5,23.3,84.0,1138.0,30.0,220,203.0,4.22,157,14
315.0,11.7,27.2,24.0,90.0,1078.0,18.0,57,53.0,4.02,47,2
172.0,9.4,0.3,20.1,90.0,539.0,,18,19.0,3.63,13,1
183.0,8.7,2.6,23.6,84.0,313.0,35.0,24,13.0,4.38,8,2
228.0,12.5,0.6,26.5,119.0,448.0,30.0,32,39.0,3.97,33,2
354.0,19.0,11.7,34.1,124.0,907.0,20.0,437,382.0,4.67,288,21
219.0,9.8,7.7,24.2,130.0,796.0,30.0,196,224.0,3.94,175,5
233.0,13.3,2.5,25.9,99.0,152.0,27.0,72,49.0,4.57,39,6
197.0,9.8,4.7,22.8,90.0,597.0,23.0,184,76.0,4.55,63,6
204.0,9.6,6.4,24.4,84.0,626.0,40.0,306,371.0,4.46,275,8
314.0,11.3,24.8,28.2,115.0,920.0,40.0,573,677.0,4.43,492,20
376.0,15.3,25.8,33.3,102.0,725.0,35.0,903,779.0,4.68,574,47
232.0,9.4,12.2,25.0,84.0,282.0,55.0,133,39.0,4.64,32,4
336.0,17.7,14.6,30.1,167.0,345.0,75.0,65,67.0,4.45,51,5
296.0,13.2,25.2,19.7,85.0,881.0,75.0,872,315.0,4.64,237,70
277.0,11.8,15.9,27.5,119.0,490.0,70.0,104,95.0,4.22,74,1
344.0,12.3,29.4,28.8,115.0,898.0,30.0,131,149.0,4.17,117,6
238.0,9.9,16.3,23.5,96.0,817.0,20.0,232,122.0,4.66,94,19
188.0,5.3,29.6,7.3,46.0,242.0,27.0,18,17.0,4.0,12,2
395.0,24.3,13.3,31.6,110.0,729.0,35.0,30,17.0,4.29,14,3
403.0,10.6,45.3,30.6,90.0,1883.0,45.0,17,,5.0,4,1
211.0,8.9,7.6,25.7,84.0,277.0,18.0,42,,4.83,15,4
357.0,12.8,30.0,30.9,112.0,633.0,,70,73.0,4.53,64,4
109.0,7.2,11.1,0.9,0.0,125.0,135.0,152,77.0,4.52,60,2
195.0,16.9,10.8,2.1,0.0,42.0,20.0,9,10.0,3.4,7,1
228.0,22.0,7.6,1.3,10.0,278.0,25.0,48,28.0,4.39,18,4
73.0,3.5,10.5,0.9,0.0,66.0,135.0,38,31.0,4.23,28,3
176.0,14.3,13.0,2.3,0.0,195.0,80.0,30,31.0,4.06,27,8
357.0,27.8,25.5,2.5,0.0,49.0,30.0,10,8.0,4.13,8,2
313.0,25.1,18.3,7.7,15.0,279.0,20.0,22,13.0,3.77,11,1
177.0,13.9,9.5,5.6,6.0,270.0,75.0,22,15.0,4.47,15,2
257.0,15.8,29.9,3.2,5.0,140.0,200.0,61,45.0,4.87,37,3
241.0,17.5,20.9,1.9,7.0,145.0,30.0,20,,4.83,8,2
302.0,22.5,25.6,2.5,10.0,206.0,20.0,88,43.0,4.53,37,5
27.0,2.0,2.5,0.1,2.0,203.0,10.0,53,14.0,4.43,9,2
108.0,9.6,5.6,0.6,3.0,118.0,45.0,33,25.0,4.16,22,1
740.0,38.6,69.6,31.5,119.0,2564.0,165.0,161,87.0,4.56,66,16
150.0,9.9,15.3,1.7,10.0,175.0,75.0,102,86.0,4.09,73,4
204.0,16.3,13.9,1.1,12.0,332.0,70.0,316,150.0,4.82,118,13
343.0,31.3,14.7,2.0,21.0,247.0,40.0,209,182.0,4.36,138,9
415.0,40.1,13.7,2.0,20.0,638.0,10.0,38,44.0,3.75,35,1
233.0,18.4,16.4,0.9,17.0,291.0,10.0,200,181.0,4.48,153,2
214.0,18.7,11.4,0.8,12.0,136.0,35.0,694,308.0,4.74,242,42
256.0,23.3,11.4,1.1,15.0,315.0,70.0,846,435.0,4.73,344,17
525.0,46.0,29.6,2.4,25.0,336.0,15.0,30,31.0,4.1,28,2
237.0,18.4,17.4,2.1,0.0,224.0,20.0,252,243.0,4.39,184,13
131.0,8.4,14.1,0.9,0.0,364.0,30.0,730,520.0,4.66,414,12
786.0,55.5,74.6,4.9,0.0,83.0,,71,40.0,4.15,32,3
418.0,33.8,22.5,4.2,47.0,2253.0,15.0,55,41.0,4.27,36,3
102.0,9.6,2.8,1.5,9.0,184.0,10.0,10,,4.44,8,1
94.0,6.8,8.4,0.1,0.0,99.0,5.0,8,8.0,4.63,6,4
129.0,10.9,4.9,3.3,3.0,166.0,15.0,60,16.0,3.81,14,1
141.0,13.9,4.6,0.3,0.0,256.0,10.0,48,22.0,4.23,20,5
172.0,18.0,3.2,0.0,0.0,0.7014857369650614,5.0,33,32.0,4.47,28,4
69.0,4.2,7.7,0.9,0.0,243.0,5.0,86,52.0,4.88,42,2
342.0,18.3,48.5,0.2,0.0,127.0,10.0,50,53.0,3.92,37,1
341.0,35.2,6.9,0.7,17.0,368.0,15.0,14,13.0,4.08,13,1
183.0,20.5,0.4,0.1,0.0,295.0,5.0,23,20.0,4.25,18,2
133.0,14.0,2.1,0.1,0.27797073087139645,115.0,10.0,9,,4.8,5,1
180.0,13.8,15.1,0.2,0.0,94.0,10.0,16,,4.71,6,1
113.0,12.1,1.6,0.2,0.0,324.0,15.0,23,16.0,4.56,14,4
64.0,4.7,5.4,0.2,0.0,136.0,15.0,22,16.0,4.56,12,1
186.0,13.8,16.6,0.4,0.0,172.0,10.0,26,27.0,4.7,22,2
144.0,12.6,8.4,0.2,0.0,148.0,10.0,115,62.0,4.69,53,11
341.0,25.4,29.4,1.4,3.0,509.0,15.0,108,83.0,4.69,76,7
73.0,4.6,8.4,0.2,0.0,80.0,25.0,117,124.0,4.43,99,6
279.0,26.6,11.0,0.3,2.0,498.0,15.0,76,75.0,4.64,67,6
167.0,14.2,10.3,0.3,0.0,146.0,10.0,64,66.0,4.7,60,3
180.0,17.0,7.7,0.3,0.0,84.0,5.0,37,,4.78,13,3
205.0,15.2,18.4,0.7,0.0,3.0,10.0,31,30.0,4.43,25,1
141.0,11.6,9.4,0.6,6.0,82.0,5.0,44,39.0,4.82,34,2
63.0,1.4,12.4,0.6,3.0,171.0,5.0,120,122.0,4.59,101,10
103.0,7.9,8.7,0.1,0.0,94.0,10.0,104,109.0,4.42,96,2
119.0,7.1,13.0,1.9,4.0,150.0,185.0,52,49.0,3.69,40,2
49.0,1.5,8.4,0.9,4.0,305.0,5.0,42,34.0,3.68,27,2
137.0,4.5,25.2,1.0,3.0,108.0,25.0,1000,775.0,4.54,568,39
139.0,1.8,29.8,3.3,8.0,3098.0,30.0,14,13.0,4.15,11,1
20.0,0.1,4.7,0.6,0.0,209.0,25.0,29,21.0,3.71,18,1
141.0,8.2,16.9,1.1,0.0,52.0,75.0,41,,4.58,18,4
123.0,7.0,13.9,3.1,0.0,90.0,40.0,32,23.0,3.78,18,1
121.0,11.0,5.6,1.1,5.0,101.0,15.0,11,7.0,4.43,6,1
91.0,4.1,12.9,2.3,10.0,34.0,45.0,24,28.0,3.71,23,1
98.0,3.6,16.8,1.2,0.0,64.0,30.0,57,24.0,3.79,17,1
340.0,28.2,18.7,3.6,27.0,138.0,45.0,10,,4.57,6,1
99.0,3.8,17.1,1.1,2.0,118.0,495.0,129,89.0,4.36,71,11
185.0,13.9,14.4,2.5,0.0,163.0,30.0,16,6.0,3.5,6,2
319.0,22.5,24.3,6.3,10.0,902.0,500.0,8,10.0,3.9,9,1
193.0,13.7,18.3,1.6,0.0,1017.0,2955.0,25,,4.71,9,2
216.0,18.0,14.1,2.4,7.0,137.0,255.0,160,71.0,4.62,56,10
94.0,6.5,9.3,0.2,5.0,236.0,10.0,4000,1671.0,4.78,1316,194
359.0,34.3,13.0,0.5,17.0,370.0,65.0,27,,4.62,11,1
126.0,11.0,7.0,0.6,5.0,179.0,10.0,25,,4.81,13,5
74.0,6.8,3.8,0.1,0.0,53.0,10.0,37,,4.86,18,2
92.0,9.4,1.8,0.8,8.0,359.0,,29,23.0,3.91,19,3
315.0,31.1,7.5,3.1,85.0,506.0,190.0,53,,4.86,30,6
144.0,14.6,3.8,0.3,7.0,207.0,10.0,21,,4.73,8,2
110.0,11.0,3.6,0.2,5.0,175.0,5.0,12,,5.0,9,1
462.0,45.1,13.9,2.8,74.0,760.0,10.0,36,25.0,4.84,21,4
336.0,29.4,20.6,0.8,14.0,762.0,5.0,355,281.0,4.67,227,20
244.0,22.7,10.6,0.4,11.0,609.0,10.0,95,46.0,4.54,42,3
198.0,21.8,1.0,0.3,10.0,302.0,5.0,38,21.0,4.14,19,5
237.0,24.7,4.3,0.5,21.0,159.0,10.0,40,24.0,4.71,23,1
261.0,22.0,16.6,2.0,10.0,474.0,65.0,76,77.0,4.23,61,2
80.0,4.4,8.3,3.5,0.0,415.0,100.0,69,65.0,4.28,56,4
215.0,15.2,18.7,3.2,9.0,462.0,500.0,287,171.0,4.72,137,9
99.0,0.3,23.4,1.5,0.0,414.0,260.0,36,36.0,4.58,29,2
178.0,0.7,43.9,1.8,0.0,10.0,12.0,12,12.0,4.25,12,1
261.0,18.3,23.6,1.3,0.0,24.0,30.0,307,302.0,4.6,250,9
185.0,11.1,21.7,1.8,5.0,114.0,15.0,66,56.0,4.05,52,1
290.0,24.3,18.5,2.6,10.0,190.0,260.0,87,82.0,4.51,61,5
338.0,23.5,30.4,4.9,4.0,58.0,20.0,4000,4309.0,4.79,2928,111
131.0,8.8,9.3,5.5,25.0,486.0,10.0,274,216.0,4.56,153,14
229.0,16.8,16.0,6.9,25.0,1563.0,30.0,32,24.0,4.71,21,4
331.0,32.2,8.2,4.0,17.0,253.0,15.0,29,33.0,4.27,22,6
155.0,12.4,9.2,3.7,13.0,166.0,10.0,35,27.0,4.41,18,1
197.0,15.7,9.7,5.8,27.0,677.0,5.0,120,70.0,4.54,47,9
187.0,15.6,8.3,5.0,22.0,347.0,15.0,1000,655.0,4.63,422,91
265.0,22.4,14.1,6.0,22.0,538.0,20.0,451,264.0,4.49,184,19
302.0,10.2,46.6,8.4,0.0,388.0,60.0,121,87.0,4.22,65,8
197.0,17.7,8.0,3.3,13.0,241.0,80.0,188,145.0,4.65,96,25
310.0,17.7,25.9,12.9,31.0,913.0,40.0,1000,679.0,4.63,502,99
384.0,30.1,23.8,6.1,119.0,1186.0,125.0,19,7.0,4.29,6,1
308.0,24.0,19.7,4.7,90.0,222.0,100.0,143,86.0,4.73,70,13
234.0,12.5,27.8,4.6,5.0,72.0,60.0,21,10.0,4.1,8,1
249.0,11.5,34.3,4.2,0.0,458.0,100.0,28,13.0,4.15,12,1
181.0,9.3,22.5,2.8,0.0,1200.0,30.0,15,,5.0,4,2
788.0,50.5,71.5,14.8,253.0,806.0,145.0,150,111.0,4.52,84,3
151.0,0.8,32.7,4.5,0.0,263.0,60.0,30,13.0,4.31,12,4
104.0,0.3,23.6,2.6,0.27797073087139645,103.0,50.0,28,32.0,4.09,28,1
197.0,6.9,30.8,4.4,4.0,701.0,40.0,14,15.0,4.27,12,2
260.0,15.7,27.5,3.9,15.0,494.0,210.0,26,27.0,3.81,24,2
228.0,8.1,35.5,4.3,17.0,346.0,65.0,89,86.0,4.06,66,4
217.0,13.8,22.3,2.1,5.0,255.0,145.0,161,148.0,4.55,116,14
318.0,22.8,25.7,4.3,24.0,133.0,35.0,12,12.0,4.33,11,4
270.0,3.6,52.5,8.4,72.0,117.0,105.0,40,46.0,4.22,36,3
121.0,3.6,20.4,2.4,0.0,45.0,40.0,24,15.0,4.2,9,1
241.0,6.4,38.6,7.6,145.0,527.0,95.0,15,12.0,4.42,11,3
221.0,13.8,22.7,2.7,0.0,21.0,315.0,472,57.0,4.0,47,4
355.0,20.5,39.5,4.3,6.0,768.0,90.0,281,256.0,4.47,207,13
328.0,12.8,46.1,8.0,19.0,250.0,55.0,490,398.0,4.54,328,21
348.0,18.9,40.7,4.8,0.0,17.0,825.0,77,54.0,4.19,48,4
330.0,7.8,59.5,6.5,9.0,2578.0,20.0,22,24.0,3.67,20,1
500.0,22.4,68.0,9.3,0.27797073087139645,1474.0,830.0,264,32.0,4.16,24,4
377.0,17.8,51.5,5.0,8.0,141.0,800.0,147,158.0,4.48,131,2
325.0,18.5,34.7,6.1,89.0,589.0,80.0,76,71.0,4.31,61,1
128.0,0.5,28.4,3.2,0.27797073087139645,267.0,70.0,15,15.0,3.6,14,2
353.0,25.9,24.8,6.5,21.0,503.0,60.0,473,425.0,4.62,332,18
291.0,17.3,28.8,6.5,99.0,550.0,,118,81.0,4.69,66,9
228.0,13.5,21.7,5.6,98.0,369.0,50.0,28,14.0,4.5,13,3
642.0,45.8,51.9,8.6,91.0,1352.0,45.0,50,49.0,4.67,43,3
482.0,18.4,66.3,15.0,221.0,531.0,50.0,11,9.0,4.11,8,1
398.0,24.5,38.6,7.3,103.0,319.0,165.0,41,33.0,4.45,27,2
387.0,27.7,30.2,5.7,59.0,346.0,530.0,67,40.0,4.65,35,5
84.0,3.0,10.2,3.9,8.0,267.0,50.0,6,,3.6,4,5
172.0,2.6,12.8,25.6,173.0,360.0,75.0,10,8.0,4.25,6,5
246.0,9.4,5.4,32.7,94.0,331.0,35.0,103,43.0,4.42,35,25
280.0,12.7,15.7,25.4,74.0,360.0,35.0,28,27.0,3.85,19,2
601.0,9.6,79.3,48.0,107.0,572.0,30.0,15,10.0,3.4,8,2
647.0,38.9,36.4,39.6,128.0,1044.0,60.0,154,52.0,4.62,40,20
376.0,11.1,40.1,27.4,66.0,463.0,40.0,30,19.0,3.74,16,2
285.0,4.0,54.2,10.5,14.0,1025.0,40.0,10,,4.29,4,3
,,,,,,40.0,54,28.0,4.25,24,4
508.0,45.0,14.5,13.3,141.0,1590.0,30.0,42,,4.88,13,6
161.0,9.6,15.5,7.9,4.0,90.0,33.0,27,25.0,4.28,20,2
449.0,24.6,19.7,37.8,130.0,736.0,45.0,7,9.0,4.0,6,1
469.0,30.4,8.1,39.8,150.0,950.0,30.0,50,21.0,4.43,16,1
303.0,23.4,1.1,21.6,144.0,496.0,30.0,104,78.0,4.5,70,7
602.0,19.9,9.7,65.3,379.0,1051.0,40.0,11,,4.67,6,1
862.0,3.3,23.6,110.1,383.0,4685.0,35.0,9,7.0,4.14,7,3
482.0,27.8,6.4,35.8,205.0,997.0,30.0,49,,4.85,13,6
393.0,36.2,1.1,16.9,552.0,668.0,10.0,144,64.0,4.86,44,24
268.0,19.0,5.1,20.3,400.0,584.0,45.0,129,61.0,4.74,44,21
467.0,37.9,24.6,8.9,204.0,359.0,330.0,43,,4.71,12,15
556.0,37.0,46.9,10.5,161.0,408.0,255.0,600,237.0,4.7,183,83
538.0,31.7,6.6,53.8,341.0,1221.0,40.0,31,,4.95,17,5
329.0,13.7,48.4,5.7,2.0,600.0,120.0,46,26.0,4.62,20,3
1000.0,49.3,128.5,22.7,39.0,1297.0,20.0,11,13.0,4.08,8,1
261.0,21.4,16.4,3.5,0.0,65.0,60.0,22,,4.82,19,2
388.0,30.9,4.6,22.8,66.0,68.0,760.0,68,49.0,4.71,38,9
429.0,26.3,14.2,34.5,99.0,330.0,160.0,90,38.0,4.47,30,5
484.0,16.7,47.3,37.0,114.0,893.0,105.0,252,224.0,4.74,168,20
627.0,49.0,9.0,40.1,111.0,566.0,110.0,34,27.0,4.19,20,2
337.0,22.9,16.9,18.8,47.0,921.0,30.0,26,,4.78,6,4
308.0,3.1,35.3,36.9,63.0,83.0,40.0,24,11.0,4.0,6,3
280.0,20.0,1.1,23.3,87.0,318.0,20.0,21,13.0,4.31,7,5
125.0,1.8,2.7,23.4,41.0,74.0,150.0,10,14.0,4.0,9,4
216.0,6.9,1.7,34.8,62.0,255.0,25.0,16,,4.33,6,2
214.0,9.2,7.0,25.3,57.0,96.0,30.0,108,129.0,3.87,101,5
212.0,4.6,7.1,35.2,64.0,122.0,36.0,19,,3.6,3,6
163.0,5.0,6.2,23.7,41.0,354.0,35.0,91,104.0,3.99,85,5
629.0,55.2,8.6,24.6,72.0,408.0,40.0,236,228.0,4.12,173,17
359.0,20.8,10.4,24.1,353.0,70.0,110.0,7,10.0,4.2,6,0
236.0,14.6,10.9,10.5,132.0,52.0,25.0,11,,4.23,10,1
350.0,25.1,15.0,17.8,230.0,556.0,210.0,10,8.0,4.63,6,1
183.0,14.1,3.2,7.1,35.0,650.0,22.0,35,,4.83,7,11
227.0,17.1,5.5,12.0,36.0,847.0,85.0,44,,4.64,19,10
372.0,37.8,2.3,7.1,125.0,334.0,15.0,1000,798.0,4.57,664,46
714.0,72.0,5.0,14.5,340.0,580.0,,1000,970.0,4.6,712,60
162.0,15.0,2.2,4.9,5.0,501.0,,15,,4.53,13,0
222.0,12.3,17.6,11.0,18.0,208.0,,31,25.0,4.56,23,1
523.0,39.8,11.6,31.1,94.0,722.0,23.0,39,30.0,4.53,25,2
228.0,9.0,30.4,6.4,90.0,383.0,,199,136.0,4.69,113,32
395.0,27.7,3.1,29.2,104.0,302.0,50.0,7,,4.71,4,6
426.0,5.8,61.9,28.9,37.0,802.0,30.0,21,15.0,2.8,13,5
460.0,26.2,27.6,28.7,159.0,607.0,65.0,46,29.0,4.14,27,6
475.0,28.4,22.7,32.2,102.0,773.0,70.0,77,34.0,4.56,27,9
509.0,31.2,31.9,26.0,152.0,793.0,50.0,93,41.0,4.49,38,14
411.0,17.2,46.8,25.1,57.0,1039.0,30.0,31,13.0,4.54,13,6
255.0,4.2,55.5,3.3,1.0,123.0,50.0,11,8.0,3.88,8,4
320.0,10.9,32.4,22.8,47.0,649.0,35.0,98,,4.58,26,18
616.0,27.3,53.2,41.7,99.0,694.0,40.0,145,75.0,4.4,56,33
599.0,37.7,31.4,32.3,88.0,1850.0,110.0,129,43.0,4.7,31,9
233.0,12.3,19.7,11.1,37.0,1048.0,50.0,214,151.0,4.11,123,13
309.0,14.7,26.7,17.2,115.0,368.0,50.0,30,23.0,4.48,19,1
402.0,14.5,41.9,26.6,58.0,1307.0,50.0,10,,4.67,3,1
466.0,20.5,46.2,25.7,78.0,1123.0,65.0,46,,4.65,10,3
361.0,12.7,34.6,26.0,73.0,1370.0,75.0,32,11.0,4.09,11,2
227.0,12.5,18.6,10.0,39.0,548.0,50.0,15,10.0,3.8,10,3
362.0,10.9,38.0,26.8,159.0,754.0,50.0,27,15.0,4.2,14,6
395.0,6.7,58.8,23.4,61.0,655.0,45.0,69,39.0,3.87,32,8
334.0,14.6,32.9,17.9,49.0,760.0,55.0,81,35.0,4.49,27,6
298.0,11.5,30.7,18.3,32.0,932.0,63.0,70,66.0,3.88,50,7
546.0,20.5,52.2,36.2,61.0,854.0,50.0,166,149.0,4.0,122,17
346.0,14.6,34.2,19.3,71.0,721.0,60.0,493,429.0,4.22,346,12
683.0,33.1,60.6,33.7,143.0,1543.0,,329,214.0,4.33,177,26
442.0,22.5,42.0,17.4,68.0,318.0,60.0,56,41.0,4.24,32,5
305.0,13.6,24.1,20.6,117.0,537.0,75.0,88,75.0,4.11,62,4
346.0,11.7,47.0,13.6,16.0,214.0,105.0,24,15.0,3.87,13,5
341.0,15.6,40.9,9.5,24.0,1082.0,15.0,10,,5.0,3,3
637.0,23.8,88.5,19.6,37.0,2039.0,60.0,6,,5.0,4,1
232.0,14.4,23.7,3.9,5.0,135.0,90.0,156,75.0,4.32,47,29
352.0,21.8,33.8,7.6,28.0,300.0,45.0,8,,5.0,1,1
444.0,11.2,70.3,15.3,94.0,1237.0,110.0,105,26.0,4.27,14,15
264.0,12.9,31.8,7.9,12.0,652.0,30.0,136,145.0,4.45,111,7
472.0,21.8,55.3,17.4,20.0,785.0,25.0,6,,4.86,0,1
448.0,22.0,18.4,41.2,158.0,877.0,70.0,82,47.0,4.45,33,5
654.0,34.9,50.2,32.7,230.0,645.0,40.0,71,74.0,4.23,49,8
299.0,12.5,35.5,13.3,63.0,309.0,35.0,27,16.0,4.44,14,4
374.0,15.5,48.1,38.4,112.0,4545.0,95.0,26,15.0,3.8,13,1
403.0,17.3,29.7,30.4,189.0,433.0,35.0,126,74.0,4.41,55,13
379.0,19.7,28.7,26.3,87.0,273.0,210.0,271,103.0,4.12,78,47
311.0,13.2,12.4,28.2,79.0,810.0,30.0,70,81.0,3.91,61,4
299.0,17.4,8.4,25.7,84.0,214.0,20.0,13,15.0,4.67,11,2
207.0,9.0,11.0,19.4,54.0,459.0,25.0,365,320.0,4.33,236,26
484.0,34.0,9.6,33.6,225.0,1291.0,135.0,165,141.0,4.5,112,12
1042.0,71.5,50.2,49.7,270.0,902.0,525.0,40,46.0,4.09,38,3
372.0,25.9,15.9,20.7,53.0,542.0,20.0,45,47.0,4.3,38,3
318.0,17.1,11.8,26.9,49.0,414.0,30.0,219,256.0,4.39,194,9
275.0,11.2,10.5,32.0,69.0,338.0,25.0,564,615.0,4.59,470,10
235.0,19.2,13.9,3.8,0.0,75.0,30.0,59,33.0,4.36,21,4
113.0,9.3,7.5,1.7,0.0,203.0,85.0,6,6.0,4.33,6,2
193.0,14.1,15.8,4.3,0.0,9.0,35.0,9,8.0,4.5,7,1
139.0,11.2,10.8,2.4,0.0,64.0,55.0,16,21.0,3.29,14,1
347.0,12.3,48.9,10.1,2.0,74.0,30.0,8,9.0,3.67,8,1
289.0,9.1,47.3,8.6,0.0,58.0,85.0,34,41.0,4.46,25,2
95.0,7.0,8.4,1.3,0.0,153.0,30.0,38,20.0,4.6,19,8
506.0,8.6,73.7,32.2,57.0,599.0,520.0,40,16.0,4.56,9,6
306.0,23.0,14.1,12.0,222.0,479.0,20.0,21,,5.0,13,2
459.0,22.4,39.2,24.6,200.0,1095.0,115.0,25,,4.67,7,4
311.0,23.6,4.9,19.8,327.0,610.0,,17,,4.8,5,1
409.0,21.9,26.8,25.9,234.0,949.0,90.0,7,,5.0,3,1
122.0,7.3,5.1,9.1,247.0,544.0,140.0,117,55.0,4.55,39,15
164.0,12.6,2.4,9.9,281.0,152.0,10.0,98,12.0,4.25,9,19
250.0,7.4,40.5,7.6,101.0,248.0,55.0,19,,4.88,3,4
52.0,1.4,10.2,0.9,0.0,9.0,55.0,113,40.0,4.57,33,9
86.0,2.3,15.0,1.5,13.0,50.0,35.0,13,,4.8,5,3
531.0,28.1,68.0,5.4,55.0,373.0,85.0,40,17.0,4.82,14,9
281.0,17.8,27.9,2.8,65.0,41.0,115.0,40,,5.0,6,5
201.0,10.6,25.6,2.4,36.0,111.0,52.0,49,20.0,4.45,15,4
167.0,9.2,21.1,1.8,20.0,97.0,45.0,41,20.0,4.5,18,3
27.0,0.1,6.6,1.1,0.0,19.0,20.0,180,71.0,4.51,55,17
237.0,18.4,18.7,1.4,0.0,227.0,203.0,22,,4.56,14,1
221.0,16.0,19.7,2.9,19.0,171.0,60.0,36,27.0,3.96,24,2
315.0,20.6,33.4,1.7,0.0,312.0,498.0,710,490.0,4.67,390,21
159.0,0.2,39.2,1.2,0.0,605.0,75.0,48,,4.86,18,7
102.0,0.2,25.0,1.2,0.0,313.0,115.0,28,13.0,4.54,10,1
61.0,0.6,13.1,2.1,0.27797073087139645,94.0,80.0,35,20.0,4.2,18,2
81.0,0.3,19.4,2.2,0.0,151.0,50.0,40,,4.42,14,6
136.0,10.6,10.1,2.0,0.0,47.0,140.0,73,66.0,4.33,46,8
