calories,fat,carbs,protein,cholesterol,sodium,prep_time,made_it,number_of_rating,rating_score,num_reviews,photos
520.0,30.5,60.8,8.9,0.0,796.0,15.0,13,,3.75,3,3
197.0,6.7,33.6,2.6,15.0,64.0,55.0,132,46.0,4.52,35,14
264.0,5.1,48.9,5.4,0.0,717.0,15.0,1000,851.0,4.45,698,155
263.0,8.4,40.3,6.8,51.0,554.0,20.0,3000,929.0,4.64,690,312
48.0,2.2,5.0,1.9,34.0,78.0,20.0,38,14.0,4.57,8,5
341.0,8.6,52.2,13.7,190.0,603.0,35.0,708,540.0,4.44,408,49
129.0,4.0,17.2,5.2,72.0,216.0,30.0,29,,4.62,15,6
240.0,6.4,33.6,10.6,128.0,478.0,20.0,4000,1854.0,4.56,1291,322
204.0,7.8,25.9,8.1,148.0,351.0,20.0,97,86.0,4.36,66,7
357.0,7.4,59.1,13.0,188.0,626.0,25.0,11,6.0,3.83,6,2
123.0,4.9,14.3,4.9,69.0,218.0,15.0,236,162.0,4.46,126,37
255.0,5.7,41.3,9.2,141.0,417.0,20.0,105,30.0,4.4,21,21
229.0,6.9,27.6,14.0,186.0,350.0,25.0,39,,4.76,22,8
109.0,3.3,14.5,5.1,93.0,302.0,10.0,143,47.0,4.57,34,22
698.0,44.0,61.7,16.6,246.0,721.0,9.0,77,78.0,4.12,67,5
238.0,9.0,25.7,13.9,191.0,389.0,25.0,92,80.0,4.46,65,9
481.0,32.4,36.5,11.8,260.0,571.0,15.0,281,105.0,4.74,72,37
425.0,26.2,39.3,11.0,74.0,391.0,35.0,12,,4.88,8,1
329.0,11.1,46.2,10.8,126.0,638.0,45.0,450,343.0,4.48,278,33
445.0,19.0,57.2,10.6,115.0,1279.0,70.0,349,296.0,4.43,248,27
1184.0,81.0,97.2,22.8,185.0,701.0,30.0,34,26.0,4.65,21,3
1096.0,60.3,127.5,14.9,299.0,961.0,40.0,121,84.0,4.52,69,13
551.0,24.5,77.5,7.8,129.0,237.0,25.0,18,19.0,4.16,14,1
259.0,8.7,10.7,33.3,127.0,603.0,75.0,14,,5.0,3,1
502.0,27.3,8.2,49.6,169.0,153.0,180.0,47,32.0,4.72,22,5
364.0,21.8,2.4,37.5,108.0,1391.0,55.0,83,36.0,4.67,29,4
825.0,50.6,46.5,56.5,234.0,986.0,50.0,24,18.0,4.39,12,4
240.0,6.4,15.4,30.0,82.0,135.0,40.0,140,100.0,4.67,76,11
287.0,12.6,30.3,12.8,19.0,730.0,45.0,89,72.0,4.46,50,6
696.0,47.1,16.8,36.3,177.0,1671.0,145.0,69,38.0,4.79,24,5
760.0,61.2,19.6,32.5,214.0,446.0,135.0,84,,4.84,30,5
417.0,21.8,20.1,23.8,115.0,1055.0,165.0,6,,4.0,1,1
524.0,14.9,58.6,37.7,97.0,1236.0,55.0,14,,5.0,4,5
262.0,16.0,17.1,13.8,48.0,27.0,45.0,3000,2419.0,4.46,1686,144
656.0,42.1,50.9,20.1,111.0,1088.0,45.0,6000,4010.0,4.7,2815,577
177.0,10.5,20.7,2.1,24.0,116.0,100.0,12000,10950.0,4.66,8433,810
654.0,35.8,23.5,49.5,167.0,250.0,75.0,11,,5.0,1,1
601.0,37.6,37.7,30.1,100.0,900.0,80.0,18,,5.0,1,1
318.0,6.7,41.2,32.0,158.0,1164.0,40.0,20,,4.75,7,3
292.0,24.0,0.4,18.8,234.0,483.0,8.0,186,23.0,4.04,17,2
350.0,22.5,20.6,23.1,234.0,389.0,25.0,18,,5.0,4,1
228.0,4.4,7.4,38.1,346.0,403.0,20.0,54,21.0,4.29,18,4
241.0,5.4,25.1,23.4,173.0,370.0,25.0,7,,4.17,4,3
359.0,12.3,36.0,26.0,173.0,803.0,30.0,11,,4.89,8,3
350.0,15.4,14.8,30.9,259.0,1086.0,25.0,90,30.0,4.63,25,12
214.0,11.4,2.9,23.9,216.0,700.0,10.0,11,,3.75,1,1
212.0,14.5,1.1,18.7,173.0,299.0,45.0,62,7.0,4.71,6,5
254.0,16.4,6.9,20.1,213.0,4386.0,20.0,43,13.0,3.85,12,5
223.0,12.6,1.9,25.1,230.0,773.0,180.0,203,82.0,4.8,64,12
308.0,18.6,7.8,29.0,290.0,837.0,110.0,165,74.0,4.7,55,20
247.0,8.2,12.5,20.8,173.0,907.0,35.0,201,84.0,4.8,64,32
619.0,17.7,79.5,31.2,14.0,706.0,55.0,146,65.0,4.37,47,13
185.0,10.8,14.9,9.9,189.0,670.0,45.0,601,231.0,4.74,166,96
399.0,19.0,32.6,25.6,47.0,600.0,32.0,220,119.0,4.83,94,32
461.0,27.0,33.5,21.8,51.0,1464.0,75.0,75,29.0,4.83,25,7
508.0,29.1,28.6,32.1,120.0,466.0,165.0,783,113.0,4.77,78,33
513.0,46.2,4.7,20.9,114.0,569.0,110.0,178,106.0,4.78,78,16
696.0,49.8,4.6,54.4,208.0,2080.0,765.0,178,99.0,4.86,78,16
456.0,29.7,14.5,30.6,104.0,327.0,755.0,42,,4.86,22,2
510.0,33.5,16.4,34.8,119.0,1030.0,105.0,35,,4.83,16,4
203.0,8.0,24.8,7.8,4.0,1007.0,35.0,177,108.0,4.77,84,13
344.0,14.9,33.7,17.2,52.0,1332.0,735.0,517,134.0,4.83,104,13
317.0,22.6,2.1,25.5,89.0,1036.0,235.0,356,152.0,4.66,116,26
87.0,7.4,0.3,4.6,14.0,352.0,855.0,205,55.0,4.65,39,17
410.0,19.7,39.3,20.6,51.0,2273.0,990.0,27,18.0,4.67,14,9
748.0,29.3,71.2,66.8,274.0,883.0,65.0,702,207.0,4.65,171,28
325.0,24.1,3.7,22.4,84.0,805.0,160.0,265,86.0,4.85,67,19
513.0,21.9,49.1,26.0,90.0,2421.0,310.0,198,82.0,4.8,54,36
401.0,19.4,32.9,20.3,68.0,768.0,170.0,503,280.0,4.82,226,54
370.0,24.8,7.7,27.8,80.0,79.0,70.0,2000,770.0,4.64,576,139
500.0,21.0,42.4,35.0,90.0,1813.0,90.0,156,110.0,4.79,79,15
346.0,13.5,31.2,24.2,66.0,11473.0,385.0,126,89.0,4.55,62,8
839.0,47.4,62.1,41.8,265.0,1960.0,420.0,276,171.0,4.7,133,20
376.0,18.9,19.3,30.7,92.0,225.0,560.0,714,401.0,4.81,303,53
424.0,14.7,30.2,40.8,369.0,1114.0,75.0,1000,470.0,4.82,354,132
495.0,25.2,37.3,30.3,221.0,1909.0,75.0,1000,688.0,4.7,513,121
452.0,24.9,42.3,15.8,75.0,864.0,60.0,1000,962.0,4.86,722,93
329.0,8.2,44.3,20.0,10.0,268.0,80.0,138,47.0,4.85,37,4
187.0,15.4,10.5,4.8,52.0,60.0,60.0,100,59.0,4.66,43,12
84.0,4.0,9.4,4.8,4.0,744.0,40.0,193,89.0,4.6,72,7
236.0,8.1,33.1,9.4,18.0,805.0,65.0,73,46.0,4.46,40,14
484.0,23.0,53.9,17.9,16.0,2020.0,105.0,623,322.0,4.81,244,65
447.0,26.8,33.7,17.1,201.0,2073.0,45.0,108,59.0,4.56,40,10
315.0,16.5,42.1,5.2,48.0,1838.0,120.0,372,170.0,4.74,130,22
336.0,15.7,10.2,37.8,346.0,401.0,135.0,595,345.0,4.64,250,43
432.0,6.5,56.0,37.4,346.0,462.0,141.0,27,18.0,4.56,14,3
235.0,3.5,19.5,31.0,230.0,825.0,90.0,51,47.0,4.55,40,4
388.0,31.7,5.9,21.1,192.0,222.0,510.0,10,,4.0,5,2
320.0,22.8,4.1,25.1,230.0,827.0,164.0,338,265.0,4.74,204,17
257.0,16.0,8.6,20.1,203.0,445.0,35.0,271,147.0,4.79,101,35
298.0,15.1,10.5,28.8,259.0,309.0,45.0,40,38.0,4.16,31,3
153.0,1.6,10.0,22.4,174.0,583.0,35.0,33,,4.87,12,5
149.0,3.1,15.0,16.5,90.0,392.0,50.0,27,,4.8,7,4
316.0,12.9,25.8,24.7,128.0,1099.0,40.0,43,36.0,4.58,31,6
172.0,2.5,29.9,8.4,0.0,775.0,85.0,64,49.0,4.2,35,3
209.0,3.6,39.6,8.9,0.0,800.0,45.0,42,43.0,4.56,30,3
240.0,11.6,28.3,8.1,12.0,731.0,40.0,48,42.0,4.29,38,1
306.0,7.6,45.5,14.7,0.0,1009.0,40.0,54,18.0,4.56,16,8
222.0,3.5,37.3,11.1,0.0,894.0,60.0,18,,4.6,9,1
280.0,5.0,45.0,13.8,0.0,870.0,100.0,38,,4.91,18,5
390.0,2.2,67.0,23.6,0.0,1214.0,70.0,28,11.0,4.36,10,4
279.0,5.5,41.5,14.9,0.0,848.0,45.0,19,14.0,4.71,12,5
254.0,8.0,35.6,12.4,0.0,547.0,65.0,23,,4.91,8,3
456.0,8.9,76.7,23.2,0.0,1139.0,55.0,12,,5.0,4,1
133.0,2.9,16.7,9.8,16.0,312.0,50.0,50,36.0,4.64,32,4
186.0,1.2,33.7,11.9,0.27797073087139645,261.0,110.0,22,22.0,4.41,17,1
196.0,0.9,34.3,13.3,0.27797073087139645,316.0,45.0,81,41.0,4.63,33,7
261.0,1.5,49.6,12.2,0.0,699.0,440.0,71,63.0,2.54,47,1
220.0,11.1,22.7,7.6,9.0,669.0,225.0,62,63.0,4.49,53,2
209.0,1.8,43.2,7.3,0.0,1116.0,60.0,44,24.0,4.67,19,3
67.0,0.4,13.4,2.3,0.0,348.0,50.0,1000,227.0,4.48,175,31
185.0,4.1,34.5,4.2,0.0,434.0,30.0,238,71.0,4.39,57,3
135.0,0.7,30.7,3.6,0.0,676.0,55.0,17,,4.36,7,8
143.0,3.7,25.6,3.0,0.0,656.0,70.0,48,16.0,4.63,13,2
161.0,11.1,15.4,2.7,0.0,317.0,35.0,128,93.0,4.46,73,11
43.0,0.5,8.7,1.3,0.0,342.0,25.0,42,27.0,4.07,23,4
161.0,12.2,11.7,2.1,39.0,373.0,45.0,86,80.0,4.6,67,5
140.0,3.5,25.1,2.9,0.0,487.0,60.0,142,128.0,4.48,95,15
133.0,5.4,20.2,2.4,0.0,415.0,40.0,397,362.0,4.34,280,13
235.0,17.5,18.7,2.7,54.0,791.0,60.0,132,72.0,4.74,55,6
403.0,25.2,47.8,6.1,0.0,524.0,57.0,9,,4.2,3,4
498.0,27.7,60.4,10.1,0.0,758.0,100.0,6,,4.33,2,1
315.0,22.8,27.6,6.5,10.0,624.0,123.0,120,69.0,4.81,56,9
303.0,23.3,31.2,6.5,11.0,259.0,70.0,18,,4.43,5,3
388.0,25.1,44.3,5.7,0.0,68.0,105.0,17,13.0,4.54,11,4
189.0,10.3,24.9,2.9,23.0,788.0,50.0,373,183.0,4.72,134,22
296.0,13.3,43.8,5.5,38.0,1615.0,40.0,905,468.0,4.87,366,64
169.0,6.7,27.6,3.1,20.0,888.0,105.0,618,509.0,4.74,369,34
240.0,10.3,37.7,3.9,31.0,1376.0,60.0,18,10.0,4.7,8,1
158.0,7.9,21.6,3.1,22.0,520.0,125.0,59,23.0,4.43,20,4
298.0,14.8,42.1,4.3,31.0,1041.0,60.0,11,,5.0,0,2
181.0,6.2,29.2,6.0,12.0,602.0,100.0,43,29.0,4.62,22,3
253.0,8.2,46.6,3.2,20.0,860.0,50.0,6,,4.5,3,1
547.0,32.8,49.8,20.1,52.0,1398.0,50.0,18,8.0,4.63,8,1
388.0,29.6,28.2,7.1,0.0,316.0,105.0,28,,4.92,11,3
450.0,25.2,41.9,15.9,43.0,1314.0,35.0,35,18.0,4.67,16,7
81.0,2.9,12.7,3.0,10.0,1368.0,15.0,43,17.0,4.35,16,12
212.0,7.4,21.4,15.7,131.0,672.0,40.0,101,63.0,4.65,48,15
379.0,20.2,39.8,11.9,44.0,1321.0,55.0,19,,4.57,5,3
410.0,5.0,75.3,21.9,0.0,1734.0,45.0,1000,950.0,4.64,707,83
80.0,2.7,13.3,1.7,0.0,788.0,60.0,58,64.0,4.0,52,4
293.0,7.9,43.6,14.1,0.27797073087139645,1033.0,40.0,12,,4.67,3,2
277.0,3.2,50.3,13.1,5.0,1508.0,40.0,7,,4.8,4,3
284.0,3.7,49.0,15.1,4.0,746.0,52.0,19,10.0,4.5,10,4
333.0,9.8,39.5,23.2,42.0,2245.0,40.0,7,,4.5,4,1
109.0,4.1,9.8,8.6,25.0,828.0,37.0,9,,4.4,8,2
641.0,9.8,78.2,61.2,74.0,692.0,75.0,22,12.0,4.67,10,2
434.0,19.7,43.2,22.3,31.0,1111.0,95.0,28,27.0,4.52,24,2
170.0,0.7,29.4,11.6,4.0,780.0,60.0,145,51.0,4.41,50,11
374.0,14.4,37.0,25.1,40.0,1187.0,110.0,1000,651.0,4.79,508,83
347.0,14.0,32.9,21.3,54.0,1436.0,60.0,60,37.0,4.54,26,12
320.0,8.8,43.5,18.8,20.0,1182.0,50.0,499,219.0,4.73,171,15
613.0,17.5,49.1,63.1,145.0,1740.0,265.0,74,34.0,4.59,28,2
478.0,26.4,30.7,30.2,124.0,1630.0,150.0,41,40.0,4.7,34,2
252.0,15.2,14.4,14.3,61.0,795.0,80.0,403,216.0,4.65,175,21
196.0,3.0,31.5,11.7,5.0,1090.0,75.0,37,19.0,4.74,13,4
291.0,7.0,41.0,17.8,18.0,1702.0,20.0,9,,4.67,3,1
237.0,1.5,42.3,15.7,2.0,1143.0,45.0,43,22.0,4.23,16,1
232.0,3.1,41.7,12.1,2.0,1332.0,35.0,9,,5.0,1,1
351.0,4.4,61.8,16.7,10.0,2177.0,25.0,142,76.0,4.7,61,9
281.0,2.0,49.7,17.7,5.0,1012.0,365.0,579,524.0,4.31,408,17
470.0,10.0,61.9,34.3,173.0,383.0,35.0,52,29.0,4.45,23,5
796.0,38.8,72.5,38.5,278.0,2272.0,45.0,9,,4.86,6,2
483.0,17.6,46.0,34.4,213.0,1271.0,20.0,548,442.0,4.19,341,36
621.0,42.0,34.9,27.7,257.0,1038.0,45.0,193,118.0,4.4,86,21
691.0,25.8,45.3,44.8,407.0,570.0,35.0,84,58.0,3.57,49,4
892.0,31.6,108.0,42.5,203.0,456.0,30.0,246,194.0,4.05,143,17
660.0,29.6,48.4,45.1,323.0,737.0,25.0,841,482.0,4.47,362,40
473.0,18.2,52.2,22.2,156.0,476.0,59.0,12,,5.0,5,1
420.0,32.8,1.8,30.0,320.0,681.0,45.0,3000,2627.0,4.63,1998,211
302.0,21.8,0.9,25.0,261.0,461.0,21.0,231,178.0,4.65,134,15
206.0,10.2,2.4,25.0,244.0,426.0,90.0,990,1040.0,4.6,750,40
146.0,4.9,5.5,19.6,173.0,202.0,24.0,10,11.0,3.91,11,3
193.0,9.8,3.7,19.4,195.0,309.0,15.0,8,,3.75,4,2
300.0,17.1,6.9,30.7,282.0,1525.0,22.0,42,,4.76,19,6
799.0,62.2,36.1,26.1,297.0,864.0,20.0,173,,4.71,30,32
338.0,23.9,7.3,25.0,216.0,582.0,30.0,125,98.0,4.49,77,9
341.0,7.7,41.6,25.4,197.0,536.0,20.0,35,,4.3,5,9
253.0,15.5,6.8,22.9,194.0,263.0,55.0,11,11.0,3.91,7,1
288.0,11.8,6.0,38.4,353.0,1006.0,40.0,27,31.0,4.19,20,4
515.0,4.1,91.7,24.3,74.0,248.0,55.0,47,23.0,4.09,19,7
155.0,10.5,14.9,2.4,0.0,293.0,60.0,158,98.0,4.69,73,11
296.0,28.3,10.2,2.0,0.0,293.0,10.0,65,29.0,4.38,23,6
70.0,0.5,16.0,3.2,0.0,458.0,40.0,929,68.0,4.26,58,4
116.0,7.1,13.0,2.2,0.27797073087139645,674.0,120.0,692,242.0,4.76,176,24
527.0,18.1,46.7,34.0,176.0,969.0,35.0,1000,1192.0,4.46,830,51
723.0,38.4,60.4,35.3,149.0,1511.0,45.0,113,103.0,4.56,78,7
273.0,14.7,2.8,31.0,230.0,472.0,55.0,4000,3553.0,4.76,2473,203
434.0,20.2,33.4,29.9,279.0,1017.0,96.0,622,380.0,4.63,270,32
164.0,5.9,2.7,25.1,230.0,586.0,21.0,1000,1091.0,4.59,825,78
310.0,11.4,29.3,22.5,173.0,928.0,30.0,25000,726.0,4.5,526,86
287.0,4.9,42.3,17.6,77.0,126.0,30.0,2000,931.0,4.27,710,103
196.0,12.0,2.9,19.1,188.0,244.0,25.0,3000,1419.0,4.81,1025,269
500.0,29.6,16.0,35.6,269.0,532.0,40.0,433,335.0,4.38,265,13
632.0,30.8,30.1,41.0,407.0,609.0,35.0,69,67.0,4.24,54,5
494.0,28.7,28.3,22.4,195.0,265.0,50.0,87,74.0,4.46,62,13
707.0,29.7,68.6,33.3,289.0,652.0,45.0,177,98.0,4.35,79,13
936.0,67.8,47.9,37.0,397.0,954.0,65.0,53,,4.92,11,8
520.0,20.9,61.1,23.4,117.0,551.0,40.0,15,15.0,4.0,12,1
696.0,41.8,14.7,42.5,442.0,2169.0,30.0,47,20.0,4.65,18,8
511.0,19.4,57.5,21.9,135.0,260.0,40.0,3000,1093.0,4.58,782,318
446.0,38.1,5.6,21.5,216.0,384.0,40.0,326,157.0,4.65,131,43
606.0,30.8,35.5,35.3,247.0,680.0,25.0,2000,1149.0,4.41,822,165
484.0,18.4,47.7,31.6,204.0,441.0,40.0,2000,1750.0,4.55,1250,194
491.0,19.7,43.9,34.7,181.0,671.0,30.0,112,105.0,4.43,79,5
525.0,16.1,61.1,38.6,205.0,827.0,25.0,56,27.0,4.59,19,18
501.0,13.5,63.2,31.5,81.0,499.0,30.0,50,22.0,4.55,13,13
146.0,6.5,14.5,7.4,17.0,154.0,20.0,71,27.0,4.41,20,2
233.0,13.7,2.0,23.4,203.0,352.0,20.0,97,106.0,4.35,83,3
871.0,72.1,7.7,47.1,467.0,1666.0,40.0,95,104.0,4.36,85,1
345.0,25.1,4.8,23.8,234.0,375.0,20.0,224,179.0,4.61,136,35
493.0,15.0,24.8,61.1,709.0,1092.0,20.0,67,60.0,3.35,46,4
854.0,69.5,9.7,50.6,542.0,1698.0,35.0,100,95.0,4.31,76,10
431.0,26.2,1.3,44.8,420.0,672.0,45.0,85,63.0,4.3,51,3
215.0,11.3,1.9,26.4,188.0,412.0,20.0,148,109.0,4.3,76,14
205.0,7.9,1.7,19.8,157.0,174.0,20.0,169,198.0,4.27,145,13
279.0,13.0,3.7,28.3,290.0,674.0,25.0,94,92.0,4.37,66,10
875.0,70.1,36.6,27.0,296.0,823.0,,308,116.0,4.85,94,35
920.0,34.2,101.3,51.2,247.0,2129.0,,16,12.0,4.58,9,3
662.0,43.8,55.5,12.8,207.0,610.0,,53,42.0,4.52,39,7
1257.0,50.0,127.3,73.2,526.0,2641.0,,249,160.0,4.83,113,24
213.0,5.1,31.8,8.8,41.0,692.0,,442,168.0,4.64,132,49
286.0,15.7,3.8,31.0,230.0,355.0,150.0,164,185.0,4.5,136,13
601.0,38.3,44.0,23.2,210.0,403.0,30.0,1000,1107.0,4.49,828,82
612.0,31.4,70.2,16.5,82.0,289.0,30.0,69,61.0,4.25,44,4
646.0,42.5,43.0,23.1,210.0,437.0,30.0,1000,1382.0,4.6,1019,151
1175.0,57.2,106.9,59.0,406.0,959.0,20.0,96,32.0,4.75,21,11
657.0,54.9,10.4,25.5,342.0,499.0,50.0,148,107.0,4.59,87,11
306.0,14.1,6.7,31.8,193.0,387.0,30.0,35,22.0,4.45,16,4
573.0,19.6,58.0,38.1,283.0,673.0,60.0,284,97.0,4.64,78,40
598.0,26.3,50.6,38.0,203.0,638.0,45.0,75,37.0,4.7,29,11
590.0,23.7,70.3,27.5,135.0,317.0,35.0,428,421.0,4.47,317,26
574.0,47.9,13.1,21.5,295.0,424.0,35.0,355,132.0,4.55,100,24
233.0,7.0,26.8,25.4,180.0,416.0,25.0,57,,3.8,3,2
325.0,20.3,9.3,22.1,205.0,298.0,45.0,118,,4.85,38,17
329.0,20.7,13.5,21.9,188.0,1429.0,60.0,12,,5.0,4,1
224.0,13.2,6.8,19.0,191.0,461.0,35.0,36,14.0,4.29,6,4
356.0,28.6,8.1,18.4,138.0,253.0,15.0,71,25.0,4.6,19,10
274.0,18.4,11.0,21.2,173.0,1009.0,32.0,6,,4.67,3,1
,,,,,,25.0,15,,4.0,2,3
785.0,33.1,91.0,30.4,98.0,477.0,25.0,12,,4.44,9,4
267.0,17.4,13.0,17.4,95.0,376.0,55.0,95,55.0,4.71,44,13
101.0,7.0,5.6,5.1,13.0,228.0,60.0,16,,4.8,4,2
526.0,28.4,30.1,35.4,129.0,1203.0,45.0,30,22.0,4.73,19,4
327.0,12.2,27.1,20.0,142.0,313.0,35.0,291,235.0,4.52,183,27
448.0,16.8,32.8,38.5,259.0,1007.0,70.0,70,52.0,4.56,45,7
583.0,28.7,31.5,50.6,345.0,796.0,90.0,50,40.0,4.25,33,3
428.0,17.7,26.7,41.3,358.0,1234.0,135.0,43,37.0,4.7,29,3
210.0,1.6,30.5,20.5,149.0,3145.0,40.0,144,79.0,4.42,57,15
748.0,36.0,66.0,41.3,269.0,627.0,35.0,25,39.0,4.28,24,1
193.0,8.1,14.3,16.8,157.0,677.0,45.0,611,385.0,4.47,300,37
240.0,7.6,17.5,26.3,173.0,940.0,60.0,228,180.0,4.53,147,13
163.0,3.2,19.6,13.8,92.0,722.0,40.0,357,306.0,4.67,241,31
231.0,9.9,21.6,15.7,91.0,560.0,,101,72.0,4.51,58,5
190.0,10.8,22.5,4.4,21.0,34.0,,17,18.0,4.5,16,1
152.0,10.4,12.8,3.3,26.0,101.0,,45,40.0,4.57,33,4
177.0,10.3,20.0,2.7,21.0,39.0,,43,38.0,4.39,33,1
187.0,9.7,23.9,2.9,22.0,361.0,90.0,101,70.0,4.51,53,4
273.0,12.4,40.4,3.1,27.0,92.0,80.0,28,20.0,4.05,8,3
512.0,29.4,45.6,17.4,72.0,2710.0,85.0,62,,4.94,48,17
565.0,25.6,62.1,25.1,56.0,2851.0,80.0,56,39.0,4.69,32,7
424.0,30.5,35.4,5.8,104.0,1171.0,85.0,135,82.0,4.91,58,11
460.0,29.7,31.7,17.3,82.0,1114.0,100.0,225,77.0,4.77,63,23
336.0,19.9,33.7,7.7,53.0,690.0,80.0,30,27.0,4.56,19,5
196.0,13.4,14.1,6.6,35.0,1101.0,40.0,1000,832.0,4.75,686,78
241.0,6.1,42.9,5.0,4.0,479.0,65.0,88,66.0,4.17,47,3
248.0,13.7,26.4,5.5,36.0,1325.0,45.0,70,62.0,4.5,51,4
200.0,8.6,24.5,6.8,12.0,637.0,,45,37.0,3.49,30,3
255.0,12.5,34.0,3.9,31.0,1102.0,60.0,22,16.0,4.31,14,2
245.0,6.4,37.1,11.3,28.0,795.0,30.0,87,98.0,3.8,81,7
352.0,19.8,19.5,23.7,121.0,1458.0,100.0,71,75.0,4.56,59,5
170.0,9.6,14.2,7.6,17.0,812.0,100.0,412,355.0,4.52,263,17
161.0,3.1,31.3,3.8,0.27797073087139645,1196.0,50.0,991,334.0,4.6,273,30
93.0,3.2,15.7,1.7,7.0,281.0,35.0,60,,4.69,30,4
353.0,15.7,48.7,5.2,33.0,502.0,55.0,17,,4.63,5,5
340.0,12.8,53.3,6.3,0.0,968.0,20.0,21,,4.67,9,2
131.0,2.1,23.1,5.7,0.0,539.0,50.0,19,,4.69,10,2
150.0,3.2,28.4,2.7,10.0,91.0,460.0,21,,4.6,13,5
286.0,6.3,53.7,4.9,18.0,668.0,65.0,124,95.0,4.54,72,4
322.0,9.0,52.9,9.0,22.0,876.0,70.0,1000,1145.0,4.73,797,45
158.0,10.9,13.5,3.1,34.0,101.0,,132,101.0,4.54,79,9
310.0,10.9,46.4,12.5,22.0,1275.0,30.0,189,127.0,4.45,100,22
223.0,1.3,50.5,6.6,0.27797073087139645,640.0,55.0,74,34.0,4.47,25,3
250.0,13.2,28.9,5.3,40.0,539.0,60.0,120,50.0,4.64,40,9
267.0,13.9,31.6,5.6,33.0,713.0,55.0,24,,4.43,5,4
388.0,5.8,74.7,10.6,18.0,2249.0,30.0,18,,5.0,5,1
739.0,49.5,58.2,16.7,109.0,1311.0,60.0,771,736.0,4.67,558,32
369.0,12.9,53.7,9.8,31.0,676.0,60.0,236,261.0,4.39,192,6
614.0,35.9,65.0,11.0,122.0,407.0,40.0,156,167.0,4.46,136,7
362.0,16.9,45.0,9.3,46.0,507.0,,38,26.0,4.12,24,3
488.0,45.4,18.7,3.7,145.0,673.0,75.0,1000,1039.0,4.67,802,105
220.0,4.0,41.9,4.8,10.0,668.0,45.0,21,,4.05,12,2
338.0,16.6,37.6,10.7,47.0,169.0,30.0,381,266.0,4.27,213,30
316.0,21.7,20.4,11.7,72.0,312.0,195.0,99,21.0,4.0,17,2
355.0,23.9,20.9,14.0,133.0,442.0,55.0,42,9.0,3.22,8,3
434.0,29.4,31.5,12.8,73.0,857.0,60.0,340,87.0,4.8,62,7
519.0,28.1,49.6,17.4,62.0,1608.0,30.0,201,165.0,4.43,136,23
648.0,39.4,46.4,28.2,110.0,1616.0,50.0,80,73.0,4.51,61,2
611.0,27.1,68.4,25.4,135.0,359.0,45.0,38,36.0,4.5,31,3
338.0,10.8,51.6,10.1,31.0,857.0,45.0,540,359.0,4.7,294,50
421.0,23.3,39.1,15.1,39.0,1177.0,75.0,85,56.0,4.59,47,8
278.0,5.2,48.9,10.1,13.0,110.0,65.0,29,34.0,4.29,26,3
466.0,21.5,51.0,18.7,45.0,1275.0,45.0,232,186.0,4.67,146,14
449.0,24.0,42.6,17.3,70.0,759.0,50.0,302,242.0,4.56,190,19
369.0,13.5,45.2,17.8,37.0,954.0,,31,30.0,4.17,24,3
404.0,24.8,32.9,12.5,42.0,1026.0,50.0,266,237.0,4.59,194,13
241.0,15.3,22.5,4.5,45.0,469.0,60.0,606,415.0,4.71,332,43
492.0,29.2,36.3,21.0,66.0,1419.0,105.0,382,397.0,4.58,311,21
339.0,18.6,27.5,15.8,45.0,1764.0,35.0,17,,4.6,15,1
183.0,3.3,31.5,9.4,5.0,848.0,,62,43.0,4.05,38,5
270.0,10.8,32.4,11.3,14.0,1205.0,,34,,4.57,17,2
243.0,4.8,42.2,8.4,13.0,397.0,30.0,34,28.0,4.21,22,4
307.0,14.2,34.3,10.7,25.0,773.0,,117,99.0,4.69,72,5
166.0,6.3,18.2,9.6,18.0,553.0,,8,9.0,4.33,9,1
252.0,11.8,29.9,6.7,6.0,467.0,,300,214.0,4.54,185,12
144.0,5.0,23.8,3.5,12.0,549.0,50.0,187,121.0,4.6,99,17
158.0,4.4,26.2,5.0,13.0,191.0,55.0,165,193.0,4.03,143,18
118.0,2.7,20.9,5.0,7.0,1208.0,45.0,258,63.0,4.68,54,7
203.0,14.4,18.2,4.2,0.0,929.0,45.0,14,13.0,3.69,9,1
160.0,5.0,24.2,7.7,10.0,1409.0,75.0,70,33.0,4.67,28,6
234.0,10.9,30.0,6.8,30.0,1666.0,120.0,420,259.0,4.76,199,35
356.0,21.9,33.3,7.7,62.0,882.0,,123,110.0,4.75,93,7
389.0,19.8,33.5,19.4,53.0,1283.0,,33,26.0,4.54,23,4
358.0,20.0,33.9,11.7,43.0,1048.0,,61,51.0,3.84,44,2
420.0,34.6,14.5,15.1,164.0,636.0,45.0,232,241.0,4.68,183,10
383.0,27.1,15.9,19.5,128.0,1896.0,45.0,28,26.0,4.19,22,1
242.0,16.4,14.0,10.1,59.0,520.0,25.0,32,36.0,3.92,30,1
202.0,14.2,13.9,5.3,46.0,597.0,35.0,23,10.0,4.2,10,2
282.0,22.7,20.1,4.7,0.0,541.0,45.0,39,,4.85,10,6
190.0,11.9,18.6,4.4,16.0,863.0,50.0,20,9.0,4.0,8,3
350.0,25.5,27.5,5.5,5.0,1090.0,30.0,88,19.0,4.21,16,1
197.0,10.7,22.9,4.8,4.0,923.0,20.0,50,,4.59,14,4
178.0,4.4,31.2,6.0,7.0,925.0,20.0,96,92.0,4.26,83,8
213.0,3.8,35.2,11.0,16.0,1353.0,50.0,78,,4.84,22,8
